assembly,query,contig,pident,alen,qlen,qstart,qend,sstart,send,evalue,bitscore
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000005.1,67.033,546,569,24,567,21991,20360,0.0,719.0
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000005.1,31.214,519,569,71,563,338187,339698,3.76e-74,256.0
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000005.1,28.187,557,569,26,549,716583,718163,1.82e-41,159.0
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000010.1,63.949,552,569,24,567,284358,286010,0.0,715.0
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000010.1,63.949,552,569,24,567,289800,288148,0.0,715.0
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000002.1,34.539,553,569,16,549,967610,965982,5.05e-94,314.0
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000002.1,25.303,577,569,24,534,1234228,1232591,3.56e-33,134.0
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000004.1,30.962,520,569,57,564,949080,950558,1.21e-68,240.0
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000011.1,24.697,413,569,118,522,233142,234311,1.81e-20,95.1
Sb_KCTC13826BP,HXT8|YJL214W|569,JAPJTW010000012.1,22.761,536,569,81,534,277713,276220,1.29e-08,57.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000010.1,76.608,513,546,19,531,284424,285956,0.0,806.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000010.1,76.608,513,546,19,531,289734,288202,0.0,806.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000005.1,75.797,533,546,12,530,22015,20417,0.0,792.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000005.1,33.333,504,546,54,546,338187,339644,1.07e-79,271.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000005.1,27.606,518,546,20,514,716640,718112,1.71e-44,168.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000013.1,67.675,529,546,3,530,278605,280182,0.0,730.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000013.1,67.42,531,546,1,530,272335,273918,0.0,724.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000013.1,68.015,519,546,13,530,435031,433475,0.0,709.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000013.1,67.562,521,546,11,530,333154,334716,0.0,691.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000013.1,70.686,481,546,53,533,324279,325721,0.0,688.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000013.1,64.107,521,546,12,530,248309,249859,0.0,678.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000013.1,67.573,478,546,53,530,328112,329545,0.0,642.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000002.1,36.311,515,546,14,517,967535,966024,1.76e-103,341.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000002.1,26.714,569,546,3,517,1234216,1232588,1.83e-41,159.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000004.1,34.232,482,546,56,524,949131,950525,6.2e-77,264.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000004.1,23.153,203,546,23,225,139971,140504,9.03e-06,47.4
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000011.1,26.353,425,546,88,504,233097,234311,2.07e-27,116.0
Sb_KCTC13826BP,HXT10|YFL011W|546,JAPJTW010000003.1,22.664,428,546,60,472,1263425,1262190,7.93e-22,99.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000010.1,55.458,568,564,1,555,284325,286007,0.0,628.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000010.1,55.458,568,564,1,555,289833,288151,0.0,628.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000013.1,56.703,552,564,7,555,278584,280236,0.0,626.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000013.1,58.755,514,564,44,555,272434,273972,0.0,620.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000013.1,58.939,509,564,44,552,434959,433436,0.0,616.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000013.1,54.399,557,564,1,555,327950,329599,0.0,599.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000013.1,54.649,527,564,31,555,248339,249913,0.0,596.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000013.1,56.286,517,564,44,557,333232,334779,0.0,588.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000013.1,56.667,510,564,55,562,324261,325784,0.0,576.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000005.1,57.679,560,564,4,557,22015,20354,0.0,606.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000005.1,31.727,498,564,64,546,338193,339617,1.91e-70,245.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000005.1,26.77,579,564,6,542,716532,718169,1.42e-50,187.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000002.1,35.405,531,564,7,526,967586,966024,8.51e-96,319.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000002.1,24.361,509,564,65,526,1234030,1232588,5.36e-34,137.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000004.1,30.134,521,564,45,555,949080,950582,2.49e-68,239.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000011.1,23.501,417,564,103,509,233124,234299,5.31e-27,115.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000003.1,23.898,431,564,68,479,1263425,1262196,6.24e-25,108.0
Sb_KCTC13826BP,HXT13|YEL069C|564,JAPJTW010000012.1,23.165,436,564,86,464,277638,276433,3.1e-11,65.5
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000002.1,48.861,483,540,60,538,967436,966036,3.78e-147,466.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000002.1,24.951,513,540,68,538,1234030,1232600,2.73e-34,137.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000010.1,37.594,532,540,28,538,284379,285902,1.49e-104,343.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000010.1,37.594,532,540,28,538,289779,288256,1.49e-104,343.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000013.1,35.436,539,540,8,537,248279,249805,3.61e-103,340.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000013.1,38.477,486,540,62,538,324273,325661,5.27e-100,330.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000013.1,35.807,539,540,23,538,333118,334665,1.8e-97,323.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000013.1,36.415,530,540,19,537,327974,329491,2.06e-97,323.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000013.1,37.187,519,540,29,538,278647,280131,2.09e-96,320.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000013.1,38.259,494,540,55,538,272455,273867,7.3e-96,318.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000013.1,36.21,533,540,15,538,435040,433526,2.79e-92,308.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000005.1,37.451,510,540,37,538,21931,20468,9.09e-97,321.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000005.1,29.815,540,540,19,537,338025,339554,2.56e-63,224.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000005.1,25.23,543,540,17,538,716613,718109,8.48e-33,132.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000004.1,29.19,531,540,18,537,948978,950489,2.52e-68,238.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000011.1,23.926,489,540,50,530,232923,234314,3.01e-28,119.0
Sb_KCTC13826BP,HXT14|YNL318C|540,JAPJTW010000003.1,25.05,499,540,59,531,1263458,1262088,2e-20,94.7
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000010.1,55.596,554,567,1,542,284325,285953,0.0,619.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000010.1,55.596,554,567,1,542,289833,288205,0.0,619.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000013.1,59.639,498,567,48,545,278701,280191,0.0,613.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000013.1,59.237,498,567,48,545,272437,273927,0.0,612.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000013.1,59.237,498,567,48,545,434956,433466,0.0,610.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000013.1,54.845,547,567,5,545,327932,329554,0.0,596.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000013.1,53.358,536,567,15,545,248264,249868,0.0,588.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000013.1,53.974,541,567,5,545,333106,334725,0.0,586.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000013.1,57.906,487,567,58,544,324261,325718,0.0,568.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000005.1,58.161,533,567,16,545,21997,20408,0.0,602.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000005.1,31.959,485,567,67,536,338193,339590,9.16e-69,240.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000005.1,27.863,524,567,60,561,716724,718214,3.58e-45,171.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000002.1,37.029,478,567,62,529,967430,966024,9.76e-95,316.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000002.1,23.969,509,567,68,529,1234030,1232588,1.41e-30,126.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000004.1,31.325,498,567,67,554,949131,950570,2.09e-67,236.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000003.1,24.13,431,567,71,482,1263425,1262196,3.94e-25,109.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000011.1,23.923,418,567,106,512,233124,234299,7.77e-25,108.0
Sb_KCTC13826BP,HXT15|YDL245C|567,JAPJTW010000012.1,22.97,431,567,89,466,277638,276436,1.73e-10,62.8
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000010.1,55.415,554,567,1,542,284325,285953,0.0,616.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000010.1,55.415,554,567,1,542,289833,288205,0.0,616.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000013.1,59.438,498,567,48,545,278701,280191,0.0,611.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000013.1,59.036,498,567,48,545,272437,273927,0.0,609.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000013.1,59.036,498,567,48,545,434956,433466,0.0,607.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000013.1,54.662,547,567,5,545,327932,329554,0.0,593.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000013.1,53.172,536,567,15,545,248264,249868,0.0,585.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000013.1,53.789,541,567,5,545,333106,334725,0.0,583.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000013.1,57.7,487,567,58,544,324261,325718,0.0,565.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000005.1,57.974,533,567,16,545,21997,20408,0.0,599.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000005.1,31.753,485,567,67,536,338193,339590,5.57e-68,238.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000005.1,27.863,524,567,60,561,716724,718214,1.31e-44,169.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000002.1,36.611,478,567,62,529,967430,966024,1.21e-93,313.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000002.1,23.772,509,567,68,529,1234030,1232588,7.38e-30,124.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000004.1,31.124,498,567,67,554,949131,950570,1.26e-66,234.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000003.1,24.362,431,567,71,482,1263425,1262196,9.33e-26,111.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000011.1,23.923,418,567,106,512,233124,234299,1.25e-24,108.0
Sb_KCTC13826BP,HXT16|YJR158W|567,JAPJTW010000012.1,22.97,431,567,89,466,277638,276436,2.76e-10,62.4
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000010.1,55.776,554,564,15,555,284349,286007,0.0,625.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000010.1,55.776,554,564,15,555,289809,288151,0.0,625.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000013.1,58.607,517,564,44,557,278698,280245,0.0,619.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000013.1,58.366,514,564,44,555,272434,273972,0.0,616.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000013.1,58.743,509,564,44,552,434959,433436,0.0,613.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000013.1,53.777,556,564,2,555,327938,329599,0.0,596.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000013.1,53.247,539,564,1,539,248264,249859,0.0,594.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000013.1,55.662,521,564,44,564,333232,334791,0.0,587.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000013.1,56.66,503,564,55,555,324261,325766,0.0,570.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000005.1,57.271,557,564,7,557,22015,20354,0.0,602.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000005.1,31.727,498,564,64,546,338193,339617,3.07e-70,244.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000005.1,26.476,593,564,3,545,716532,718205,6.26e-48,179.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000002.1,37.029,478,564,59,526,967430,966024,8.75e-95,316.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000002.1,24.165,509,564,65,526,1234030,1232588,2.41e-33,135.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000004.1,29.885,522,564,44,555,949077,950582,1.17e-67,237.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000011.1,23.261,417,564,103,509,233124,234299,1.74e-26,114.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000003.1,23.666,431,564,68,479,1263425,1262196,1.55e-24,107.0
Sb_KCTC13826BP,HXT17|YNR072W|564,JAPJTW010000012.1,23.165,436,564,86,464,277638,276433,5.22e-11,64.7
Sb_KCTC13826BP,IMA5|YJL216C|581,JAPJTW010000002.1,35.135,74,581,41,113,1033255,1033476,4.2e-07,52.0
Sb_KCTC13826BP,MAL12|YGR292W|584,JAPJTW010000002.1,35.135,74,584,45,117,1033255,1033476,3.14e-06,48.9
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000004.1,21.203,632,614,7,604,948828,950636,6.69e-24,106.0
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000005.1,22.997,574,614,5,561,337911,339554,1.26e-20,95.9
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000005.1,21.455,550,614,60,576,21985,20396,1.02e-19,92.8
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000005.1,23.504,468,614,160,604,716880,718217,1.61e-10,63.2
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000013.1,22.177,496,614,114,596,324312,325748,3.15e-19,91.3
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000013.1,20.714,560,614,32,577,248240,249847,9.83e-19,89.7
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000013.1,21.705,516,614,75,569,272389,273888,1.44e-18,89.4
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000013.1,20.787,534,614,58,565,278587,280140,1.62e-18,89.0
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000013.1,21.484,512,614,75,565,333187,334674,1.36e-17,86.3
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000013.1,22.28,386,614,206,577,328421,329533,1.77e-14,75.9
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000013.1,22.133,375,614,206,565,434599,433517,1.37e-13,73.2
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000010.1,22.101,552,614,56,565,284340,285911,4.65e-19,90.9
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000010.1,22.101,552,614,56,565,289818,288247,4.65e-19,90.9
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000002.1,23.207,237,614,114,349,1234009,1233347,2.07e-06,49.7
Sb_KCTC13826BP,MAL31|YBR298C|614,JAPJTW010000002.1,20.609,427,614,90,491,967463,966237,2.14e-06,49.7
Sb_KCTC13826BP,MAL32|YBR299W|584,JAPJTW010000002.1,35.135,74,584,45,117,1033255,1033476,3.14e-06,48.9
Sb_KCTC13826BP,MAL33|YBR297W|468,JAPJTW010000007.1,48.837,43,468,4,46,863391,863263,1e-07,53.5
Sb_KCTC13826BP,MAL33|YBR297W|468,JAPJTW010000001.1,44.737,38,468,7,44,1104698,1104811,6.23e-06,47.8
Sb_KCTC13826BP,ASP1|YDR321W|381,JAPJTW010000006.1,74.16,387,381,1,381,353187,354320,0.0,586.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000013.1,72.81,548,574,24,570,272338,273972,0.0,828.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000013.1,71.123,561,574,10,570,278587,280236,0.0,828.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000013.1,70.674,549,574,24,572,435055,433415,0.0,806.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000013.1,70.526,570,574,4,573,333094,334779,0.0,803.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000013.1,65.845,568,574,8,573,327920,329608,0.0,741.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000013.1,64.093,557,574,19,573,248255,249922,0.0,733.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000013.1,69.981,513,574,62,574,324240,325778,0.0,732.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000005.1,69.858,564,574,13,573,22030,20354,0.0,782.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000005.1,34.56,489,574,72,546,338175,339590,9.81e-75,258.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000005.1,28.519,540,574,30,537,716583,718115,1.35e-44,169.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000010.1,67.472,538,574,33,570,284394,286007,0.0,760.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000010.1,67.472,538,574,33,570,289764,288151,0.0,760.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000002.1,35.283,530,574,31,538,967589,966027,1.11e-93,313.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000002.1,26.337,505,574,81,538,1234024,1232591,1.66e-40,157.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000004.1,31.826,575,574,4,566,948960,950588,1.69e-72,251.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000003.1,24.186,430,574,82,492,1263425,1262196,2.31e-22,100.0
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000011.1,23.704,405,574,122,523,233142,234302,1.27e-21,98.6
Sb_KCTC13826BP,GAL2|YLR081W|574,JAPJTW010000012.1,21.564,473,574,129,538,277554,276220,4.43e-08,55.1
Sb_KCTC13826BP,GAL4|YPL248C|881,JAPJTW010000002.1,33.735,83,881,7,87,1074842,1075090,2.84e-08,56.6
Sb_KCTC13826BP,GAL4|YPL248C|881,JAPJTW010000001.1,24.919,309,881,326,624,450023,450901,4.33e-06,49.3
Sb_KCTC13826BP,GAL4|YPL248C|881,JAPJTW010000001.1,36.264,91,881,9,93,1104695,1104964,6.54e-06,48.9
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000003.1,99.732,373,375,3,375,1260360,1261478,0.0,776.0
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000003.1,45.093,377,375,8,368,142878,144008,6.91e-112,358.0
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000003.1,29.048,210,375,1,188,522867,523484,4.54e-15,75.9
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000008.1,33.853,449,375,7,372,74834,76153,2.21e-72,244.0
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000006.1,33.241,361,375,8,364,167881,166799,2.07e-68,233.0
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000001.1,26.139,417,375,7,366,176322,177524,1.51e-30,122.0
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000004.1,28.07,228,375,8,228,1047029,1046364,4.54e-20,91.3
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000004.1,29.457,129,375,250,366,1045316,1044942,1.79e-09,58.5
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000002.1,41.509,106,375,270,372,1055190,1055504,1.77e-19,89.4
Sb_KCTC13826BP,ACT1|YFL039C|375,JAPJTW010000002.1,25.249,301,375,4,264,1054074,1054955,2.55e-19,89.0
Sb_KCTC13826BP,PGK1|YCR012W|416,JAPJTW010000001.1,94.458,415,416,1,415,642158,643402,0.0,795.0
Sb_KCTC13826BP,TDH3|YGR192C|332,JAPJTW010000007.1,93.051,331,332,1,331,910463,911455,0.0,645.0
Sb_KCTC13826BP,TDH3|YGR192C|332,JAPJTW010000004.1,78.313,332,332,1,332,49243,48248,0.0,556.0
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000013.1,90.847,874,918,45,918,452187,454808,0.0,1568.0
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000013.1,25.656,343,918,407,700,449417,448407,1.06e-17,87.8
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000013.1,23.116,398,918,80,390,450905,449736,7.13e-14,75.1
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000004.1,26.596,846,918,28,787,201816,204308,1.05e-69,252.0
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000005.1,26.849,730,918,80,730,384881,382716,1.37e-64,237.0
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000003.1,28.531,354,918,80,388,1166337,1165291,1.2e-33,139.0
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000003.1,29.102,323,918,436,714,1164861,1163911,8.02e-24,107.0
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000002.1,23.359,518,918,199,688,562158,563543,3.58e-20,95.9
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000001.1,22.973,592,918,182,656,1334289,1332547,8.01e-15,78.2
Sb_KCTC13826BP,PMA1|YGL008C|918,JAPJTW010000001.1,31.847,157,918,243,392,1403294,1402836,2.62e-06,50.1
Sb_KCTC13826BP,TPS1|YBR126C|495,JAPJTW010000004.1,86.752,468,495,16,483,1021015,1022415,0.0,863.0
Sb_KCTC13826BP,TPS1|YBR126C|495,JAPJTW010000004.1,35.867,421,495,61,472,679546,678311,4.48e-85,285.0
Sb_KCTC13826BP,TPS1|YBR126C|495,JAPJTW010000006.1,34.934,458,495,24,472,840446,839112,3.7e-85,286.0
Sb_KCTC13826BP,TPS1|YBR126C|495,JAPJTW010000007.1,33.499,403,495,101,480,515972,517159,4.5e-71,244.0
Sb_KCTC13826BP,GPD1|YDL022W|391,JAPJTW010000003.1,78.173,394,391,2,387,151016,152197,0.0,635.0
Sb_KCTC13826BP,GPD1|YDL022W|391,JAPJTW010000011.1,78.158,380,391,9,387,534868,533729,0.0,617.0
Sb_KCTC13826BP,GLR1|YPL091W|483,JAPJTW010000006.1,79.71,483,483,1,483,489748,491196,0.0,795.0
Sb_KCTC13826BP,GLR1|YPL091W|483,JAPJTW010000008.1,28.485,495,483,6,477,210939,209503,3.64e-49,180.0
Sb_KCTC13826BP,TRR1|YDR353W|319,JAPJTW010000005.1,88.401,319,319,1,319,96627,97583,0.0,604.0
Sb_KCTC13826BP,TRR1|YDR353W|319,JAPJTW010000013.1,86.52,319,319,1,319,231646,230690,0.0,596.0
Sb_EDRL,AAD15|YOL165C|143,ATCS02000061.1,95.804,143,143,1,143,1583,1155,2.64e-90,284.0
Sb_EDRL,AAD15|YOL165C|143,ATCS02000001.1,79.845,129,143,1,129,15232,14846,2.85e-67,218.0
Sb_EDRL,AAD15|YOL165C|143,ATCS02000038.1,79.845,129,143,1,129,12563,12949,7.7e-67,217.0
Sb_EDRL,AAD15|YOL165C|143,ATCS02000047.1,79.07,129,143,1,129,108932,109318,2.5e-66,216.0
Sb_EDRL,AAD15|YOL165C|143,ATCS02000050.1,78.295,129,143,1,129,82506,82892,2.25e-65,213.0
Sb_EDRL,ARN2|YHL047C|620,ATCS02000039.1,54.267,621,620,1,615,10421,8559,0.0,702.0
Sb_EDRL,ARN2|YHL047C|620,ATCS02000051.1,43.19,558,620,53,607,8562,10220,2.21e-140,450.0
Sb_EDRL,ASP3-1|YLR155C|362,ATCS02000006.1,49.415,342,362,28,362,320453,321451,1.31e-98,319.0
Sb_EDRL,ASP3-1|YLR155C|362,ATCS02000049.1,24.727,275,362,89,346,251102,250380,1.05e-08,55.5
Sb_EDRL,ASP3-2|YLR157C|362,ATCS02000006.1,49.415,342,362,28,362,320453,321451,1.31e-98,319.0
Sb_EDRL,ASP3-2|YLR157C|362,ATCS02000049.1,24.727,275,362,89,346,251102,250380,1.05e-08,55.5
Sb_EDRL,ASP3-3|YLR158C|362,ATCS02000006.1,49.415,342,362,28,362,320453,321451,1.31e-98,319.0
Sb_EDRL,ASP3-3|YLR158C|362,ATCS02000049.1,24.727,275,362,89,346,251102,250380,1.05e-08,55.5
Sb_EDRL,ASP3-4|YLR160C|362,ATCS02000006.1,49.415,342,362,28,362,320453,321451,1.31e-98,319.0
Sb_EDRL,ASP3-4|YLR160C|362,ATCS02000049.1,24.727,275,362,89,346,251102,250380,1.05e-08,55.5
Sb_EDRL,COS10|YNR075W|374,ATCS02000010.1,47.297,370,374,3,367,1127,2215,1.03e-94,308.0
Sb_EDRL,COS10|YNR075W|374,ATCS02000026.1,47.354,378,374,3,373,1792,2904,2.18e-94,307.0
Sb_EDRL,COS10|YNR075W|374,ATCS02000027.1,40.957,376,374,5,372,12088,13197,1.72e-75,253.0
Sb_EDRL,COS10|YNR075W|374,ATCS02000039.1,35.065,385,374,21,373,4433,5566,2.24e-56,197.0
Sb_EDRL,COS10|YNR075W|374,ATCS02000014.1,41.139,158,374,5,161,205667,205200,2.55e-55,122.0
